|          ra|       dec|  zspec| source|        id|  gmag|  rmag|  imag|tomo_flag|
|      double|    double| double|   char|      long|double|double|double|     long|
|         deg|       deg|       |       |          |      |      |      |         |
|        null|      null|   null|   null|      null|  null|  null|  null|     null|
    149.88294   1.989454  2.3061    VUDS  510836060 23.782 23.582 23.417         0 
    149.82596   1.986973  2.4616    VUDS  510836806 24.986 25.021 24.896         0 
    149.73779   1.985552   2.547    VUDS  510836980 25.283 24.813 24.658         0 
    149.81759   1.983298   2.374    VUDS  510837509 24.608 24.256 24.279         0 
    149.88431   1.978337  2.4339    VUDS  510838307 24.928 24.743 24.568         0 
    149.86062   1.975455  2.5539    VUDS  510838687 24.611 24.472 24.442         0 
    149.78549   1.966794  2.5779    VUDS  510839982 24.977 24.569  24.42         0 
    150.11948   2.284595  2.5355    VUDS  510995442 25.338 24.775 24.547         1 
    150.11191   2.277608  2.4918    VUDS  510996058 25.575 25.206 25.223         1 
    150.13193   2.272704    2.56    VUDS  510996891 25.182 24.911 24.896         0 
    150.09388   2.265662  2.0978    VUDS  510998000 25.327  25.12 24.883         1 
    150.08062   2.242843  2.4416    VUDS  511001423 24.526 24.085 23.843         1 
    150.09524   2.242337   2.097    VUDS  511001467 24.792  24.56  24.44         1 
    150.11527   2.241917  2.2203    VUDS  511001501 24.187 23.872  23.76         1 
    150.10946    2.24007  2.4363    VUDS  511001847 25.258 24.727 24.762         1 
    150.07697   2.189087  2.2351    VUDS  511006489 25.239 25.034 24.542         1 
    150.12498   2.190862  2.2813    VUDS  511009605 24.915 24.851 24.746         1 
    150.08692   2.185087  2.3787    VUDS  511010096 25.234 24.901 24.626         1 
    150.08871   2.177316  2.4167    VUDS  511011237 25.148 24.959 24.753         1 
    150.13973   2.179061   2.411    VUDS  511011249 25.647 24.939 24.899         1 
   150.299488    1.94142   2.512    VUDS 5110122479 25.633 25.029 25.116         0 
   150.383445   1.957003  2.2304    VUDS 5110130410 25.154 25.058 24.936         0 
    150.09778   2.140253  2.5274    VUDS  511016554  26.11 25.554 25.391         0 
    150.07654   2.145309    2.56    VUDS  511016670 25.146 24.912 24.951         0 
   150.309098   2.062991  2.5245    VUDS 5110187449 25.396 25.141 25.211         0 
     150.0824   2.129057  2.3122    VUDS  511018769 24.412  24.23 24.153         0 
    150.03721   2.289272  2.4439    VUDS  511019860 24.721 24.563 24.375         1 
    149.93181    2.28936  2.5651    VUDS  511019868 24.847 24.659 24.771         0 
    149.93595   2.290144  2.5574    VUDS  511019888 24.057 23.812 23.874         0 
    149.93402   2.276653  2.1356    VUDS  511021820 25.378  25.17 24.879         0 
   149.837504     2.1227  2.3798    VUDS 5110220472  24.64 24.128 23.892         0 
   150.212436   2.123181  2.5097    VUDS 5110220834 25.318 25.156 25.139         0 
   149.852552   2.126338   2.534    VUDS 5110222807 24.842 24.557 24.523         0 
    149.98025   2.271623    2.39    VUDS  511022315 25.905 25.252 24.898         1 
    149.95663   2.272989  2.4944    VUDS  511022381 25.193 24.909  25.01         1 
     149.9453   2.264231  2.4434    VUDS  511023658 24.477 24.297 24.225         0 
    149.90032   2.258921  2.4977    VUDS  511024357 25.444 25.015 24.803         0 
    149.95331   2.254232  2.3098    VUDS  511025184  25.43 25.171 24.908         1 
    149.98907   2.251143  2.1164    VUDS  511025675 24.573 24.365 24.302         1 
   149.833679   2.191474   2.533    VUDS 5110259991 24.124 23.703 23.546         0 
    149.99516   2.237341  2.4485    VUDS  511027238 24.552  24.05 23.971         1 
     149.9877   2.238159  2.1471    VUDS  511027524 25.291 24.965 25.021         1 
   150.376308    2.24024  2.5105    VUDS 5110286287 25.549 25.549 25.408         1 
    149.95029   2.228429  2.4402    VUDS  511029010 25.378 25.322 25.187         1 
   150.155132   2.256635  2.4727    VUDS 5110295022 26.352 25.398 24.878         1 
   149.789746   2.264466  2.4806    VUDS 5110299369 25.665 24.971 24.724         0 
   149.854704   2.325964  2.3222    VUDS 5110332497 25.003 24.451 24.209         0 
   149.785287    2.32869  2.1047    VUDS 5110333485 26.497 25.191 25.039         0 
   150.196687   2.359716  2.5729    VUDS 5110350719  -99.0  -99.0  -99.0         0 
    149.99092   2.187562  2.2217    VUDS  511035263 25.343 25.035 24.973         1 
    149.89977   2.186976  2.4247    VUDS  511035338 25.398 24.929 24.918         0 
   150.153715   2.370495  2.4594    VUDS 5110357273  25.41 25.443 25.315         1 
    149.96084   2.177973  2.4166    VUDS  511036744 25.958 25.045 24.872         1 
    149.97744   2.175108  2.2641    VUDS  511037109  25.22 24.754 24.648         1 
    149.93083   2.175234  2.1369    VUDS  511037160 24.567 24.326 24.334         0 
     150.0593    2.17144  2.0845    VUDS  511037540 24.833 24.343 23.861         1 
    149.90254   2.166591  2.5751    VUDS  511037579 25.343 24.816 24.768         0 
    149.91941   2.154001  2.3966    VUDS  511040285 25.189 24.841 24.771         0 
    149.95858   2.148327  2.1863    VUDS  511040894 24.267 23.993 23.895         0 
    149.95391   2.142624  2.4226    VUDS  511041246  24.76 24.638 24.535         0 
    149.95584   2.142755  2.4193    VUDS  511041251 25.347 25.058  24.86         0 
    149.91328    2.13577  2.3695    VUDS  511042313 24.672 24.183 23.855         0 
   150.159856   2.607324  2.2823    VUDS 5110483085  -99.0  -99.0  -99.0         0 
   150.381062   2.610664  2.5601    VUDS 5110484497 24.074 23.539 23.549         0 
    150.09712    2.45169  2.4796    VUDS  511222865 24.573 24.344 24.272         1 
      150.094   2.442472   2.457    VUDS  511224200 26.186 25.702  25.39         1 
    150.13756   2.440684  2.5113    VUDS  511224303 24.529 24.258 24.319         1 
    150.11615   2.436111   2.516    VUDS  511225111 25.755 25.228 25.067         1 
    150.12323   2.432025    2.42    VUDS  511225417  25.27 24.931 24.791         1 
    150.06359   2.426954  2.5154    VUDS  511226355 24.306 24.259 24.212         1 
    150.10455   2.416761  2.4709    VUDS  511227773   24.3 23.845 23.717         1 
    150.13971   2.415981  2.5085    VUDS  511228185  24.83 24.611 24.481         1 
    150.09682   2.383526  2.5114    VUDS  511228965 25.344 25.018 24.962         1 
    150.06393    2.38628  2.5466    VUDS  511231577 25.503 25.401 25.326         1 
    150.07718   2.380475  2.4665    VUDS  511233051 26.525 25.548 25.347         1 
    150.13887   2.366678  2.4748    VUDS  511233416 24.758 24.241 24.148         1 
    150.08704   2.370498  2.5511    VUDS  511234222 24.974 24.683 24.505         0 
    150.11432    2.36992  2.4677    VUDS  511234645 27.209 25.668 24.895         1 
    150.12253   2.347158  2.4325    VUDS  511234902 25.319 24.625 24.534         1 
    150.09892   2.346936  2.5512    VUDS  511236728  25.89 25.355  25.24         0 
    150.08802   2.350357  2.5558    VUDS  511236742 24.976 24.394 24.337         0 
    150.09711   2.349276  2.4662    VUDS  511236765 25.212 24.518 24.286         1 
    150.13022   2.300095  2.5487    VUDS  511245061 24.816  24.52 24.518         1 
    150.11507   2.299542   2.492    VUDS  511245269 25.045 24.976   24.8         1 
    150.10998   2.298704  2.5792    VUDS  511245286 25.669  25.33  25.18         0 
    150.04833   2.450057  2.4555    VUDS  511247533 25.044 24.796 24.696         1 
    150.05048   2.443863  2.4676    VUDS  511247866 25.232 24.834 24.672         1 
    149.91816   2.444618  2.4971    VUDS  511248278 25.155  24.72  24.73         0 
    149.96322   2.436726  2.4561    VUDS  511249186 25.157 24.691  24.62         1 
    149.92452   2.437742  2.5192    VUDS  511249264 24.998 24.872 24.876         0 
    149.92592    2.43619  2.2546    VUDS  511249489 24.896 24.924 24.871         0 
    149.97007   2.434929  2.4578    VUDS  511249657 24.937 24.683 24.452         1 
    149.97418   2.431214  2.4531    VUDS  511250152 25.444 25.329 24.944         1 
    150.05931   2.421336  2.5474    VUDS  511251542 25.164 24.463 24.237         1 
    149.94805   2.390103  2.2969    VUDS  511256042 24.846  24.54 24.463         0 
    149.90339   2.377655  2.3594    VUDS  511258020 24.928  24.57  24.49         0 
    149.95206   2.366308  2.4465    VUDS  511259739 25.692 25.457 25.123         1 
     150.0549   2.361915  2.5183    VUDS  511260418 25.467 24.899 24.802         1 
     149.9872   2.355167  2.4738    VUDS  511261584 25.458 25.074 25.103         1 
    149.94554   2.347874  2.5799    VUDS  511262269 25.518 25.047 25.003         0 
    149.99944   2.336352  2.5811    VUDS  511264470 23.941 23.734 23.605         0 
    150.04304   2.316956   2.442    VUDS  511267244 24.716 24.506 24.366         1 
    149.97301   2.312008  2.5509    VUDS  511268457  25.42 25.038 25.158         0 
     149.9593   2.307599   2.551    VUDS  511268936 23.824 23.555 23.514         0 
    150.08993   2.613878  2.5604    VUDS  511443858 25.304 24.969 24.855         0 
    150.06582   2.591538  2.4734    VUDS  511447070 26.189 25.784 25.259         0 
    150.09742   2.586785  2.4405    VUDS  511448030 26.172 25.115 25.113         0 
    150.10342   2.572864  2.4516    VUDS  511450039 25.015 24.526 24.351         0 
    150.14836   2.565235   2.367    VUDS  511451385 25.084 25.006 24.871         0 
    150.08121   2.562766  2.5668    VUDS  511451750 24.773 24.398 24.266         0 
    150.11301   2.548282  2.4745    VUDS  511453930 24.329 24.267 24.308         0 
    150.06811    2.54213  2.1484    VUDS  511454789  24.92 24.607 24.566         0 
    150.13702   2.541276  2.1374    VUDS  511454988   24.8 24.528 24.425         0 
    150.11138   2.486998  2.3291    VUDS  511462961 23.543 23.406 23.292         1 
    150.07696   2.477341  2.4719    VUDS  511463719 25.264 24.763 24.608         1 
    150.05081   2.615739   2.483    VUDS  511468417 24.465 24.164 24.097         0 
    150.05663   2.600295  2.2437    VUDS  511470387 24.404 24.185 24.087         0 
    149.97978   2.598738  2.5215    VUDS  511470534 24.909 24.536 24.355         0 
     150.0584   2.590728  2.2919    VUDS  511470741 25.411 25.226 25.228         0 
     150.0408   2.579106  2.3049    VUDS  511473567 25.681 24.888 24.599         0 
    149.93616   2.573332  2.4668    VUDS  511474409 25.694 24.983 24.776         0 
    149.96449   2.567804  2.2737    VUDS  511475044 24.889 24.477 24.187         0 
    149.95205   2.563377  2.1372    VUDS  511475535 26.572 25.602  25.19         0 
    149.91922   2.560413  2.3182    VUDS  511476330 24.774 24.403 24.311         0 
    149.97712   2.549821  2.2085    VUDS  511477799 25.312 24.906 24.962         0 
    149.89763   2.541987  2.4918    VUDS  511478770 25.072 24.609 24.558         0 
    149.92557     2.5372  2.2497    VUDS  511478954 24.576 24.256 24.165         0 
     149.9175   2.539439  2.3737    VUDS  511479220 25.081 24.698 24.518         0 
    150.05306   2.538408  2.4463    VUDS  511479277  26.64 25.788  24.99         0 
    149.99281   2.537338  2.4565    VUDS  511479569 25.201 24.884 24.736         0 
    149.94543   2.532394  2.2448    VUDS  511480113 24.631 24.401 24.346         0 
    149.90645   2.489667  2.5839    VUDS  511486468 24.819  24.75 24.929         0 
    150.03717   2.485943  2.4651    VUDS  511487071 25.108 24.785 24.677         1 
    150.04667   2.478757  2.4675    VUDS  511488086 25.335 24.861 24.647         1 
    149.96493   2.475728  2.4597    VUDS  511488585 25.866 25.339 25.153         1 
    149.90814    2.46149  2.2393    VUDS  511490208 24.583 24.394   24.2         0 
    149.88735   2.542231  2.4207    VUDS  511503151 24.548 24.088   24.0         0 
    150.06424   2.644166  2.0883    VUDS  511683768 24.945 25.031 25.075         0 
    150.11651   2.638683  2.1615    VUDS  511683823 25.232  25.14 24.777         0 
    150.12853   2.629675  2.5153    VUDS  511686075 25.085 24.778 24.683         0 
    150.05291   2.664202  2.2689    VUDS  511705662 25.069 24.978 25.065         0 
    149.96006   2.648682  2.4061    VUDS  511707852 24.172 23.996 23.875         0 
    149.95767   2.648351  2.3095    VUDS  511707854 25.479 25.134 24.864         0 
    149.95593   2.647068  2.2504    VUDS  511708216  24.83 24.783 24.781         0 
    149.98529   2.639631  2.2324    VUDS  511709307  25.09 24.715 24.582         0 
    149.89623   2.627355  2.3058    VUDS  511710856 25.756 25.436 25.191         0 
   150.400169   1.955848  2.2833    VUDS 5120496674   24.9 24.635 24.717         0 
   150.211493   1.945019  2.3348    VUDS 5120546616 25.453 25.298 25.249         0 
   150.326908   2.094127  2.2825    VUDS 5120745673 23.956 23.442 23.387         0 
   150.338628   2.077568  2.5447    VUDS 5120746915 25.682 24.914 24.719         0 
   150.256677   1.992786  2.1078    VUDS 5120760967 24.878 24.517  24.43         0 
   150.251781   1.981743   2.014    VUDS 5120762672 24.914 24.748  24.74         0 
   150.381335   1.976723  2.4045    VUDS 5120763450 25.311 25.082 24.969         0 
   150.317744   1.966848  2.3762    VUDS 5120764906 25.755 25.374 25.244         0 
   150.226341   2.107506  2.1964    VUDS 5120768934 25.158 24.715 24.692         0 
   150.184441   2.106662  2.3126    VUDS 5120769021 25.401 24.848 24.669         0 
   150.203659   2.121047  2.1366    VUDS 5120791186 26.385  -99.9 25.652         0 
   150.245046   2.158042  2.3533    VUDS 5120988812 25.171 24.957 24.867         1 
   150.325595   2.142214  2.3233    VUDS 5120991340 25.027 24.525 24.666         0 
     150.1466   2.271857  2.5595    VUDS 5120996922 25.307 25.128 24.642         0 
   150.324844   2.398758  2.4917    VUDS 5121205401 25.152 24.645 24.444         1 
   150.236514   2.348708  2.5124    VUDS 5121212989 25.599 25.198 24.942         1 
   150.353893   2.319419  2.4989    VUDS 5121217641 25.488  25.18 24.931         1 
   150.298247   2.316526  2.5799    VUDS 5121218036  24.43 24.104 24.006         0 
   150.359796   2.314882  2.4804    VUDS 5121218289 24.039 23.795 23.719         1 
   150.386158   2.306749  2.1917    VUDS 5121219598 24.665 24.821 24.743         1 
   150.398652   2.595688  2.3942    VUDS 5121398854 25.041 24.782 24.777         0 
   150.327791   2.566786  2.4666    VUDS 5121427451 25.161 25.029 24.848         0 
   150.381238   2.561586  2.3735    VUDS 5121428109 24.817 24.614  24.51         0 
   150.147214   2.591111  2.4803    VUDS 5121446436 24.917 24.546 24.429         0 
   150.378421   2.653405  2.4758    VUDS 5121658229 25.146 25.118 24.844         0 
   150.385653   2.634293  2.3768    VUDS 5121661078 25.309 24.901 24.938         0 
  150.2178208  1.9693472  2.2088    VUDS 5150000862  -99.0  -99.0  -99.0         0 
   150.166068   1.965166   2.263    VUDS 5170042625 24.726 24.241 24.099         0 
   150.179867   1.992502  2.1961    VUDS 5170046899 25.298 25.007 25.084         0 
   150.189401   2.018055  2.2266    VUDS 5170051362 25.428 25.024  24.79         0 
   150.326503   2.037296  2.1975    VUDS 5170054565 25.805 25.505 25.201         0 
   150.212113   2.040089  2.1102    VUDS 5170055021 24.977 24.687 24.451         0 
   149.824233   2.068637  2.2196    VUDS 5170060148 24.216 24.051 24.005         0 
   150.178656   2.069245  2.2232    VUDS 5170060255 24.849 24.791 24.892         0 
   149.809911   2.081656  2.1938    VUDS 5170062533 23.645 23.328 23.212         0 
   150.377382   2.124922  2.2347    VUDS 5170070593 24.227 23.941 23.852         0 
   150.374588   2.129786  2.5717    VUDS 5170071549  -99.0  -99.0  -99.0         0 
   149.729827   2.144354  2.4167    VUDS 5170074337   26.0 25.241  24.33         0 
   149.872659   2.285739  2.3505    VUDS 5170099062 24.846 24.495 24.396         0 
   149.825264   2.293638  2.4354    VUDS 5170100445  -99.0  -99.0  -99.0         0 
   150.193962   2.471016  2.4009    VUDS 5170131678 24.794  24.57 24.395         1 
   150.234281   2.592936  2.5343    VUDS 5170152410 24.933 24.656 24.488         0 
   149.734238    2.51474  2.0668   zDeep    1507293  25.06 24.879 24.679         0 
   149.738663   2.310203  2.2386   zDeep    1292629 23.684 23.409 23.229         0 
   149.739014   2.489091  2.2717   zDeep    1511295 25.461 25.195 24.989         0 
   149.740479   2.309203  2.1045   zDeep    1292750 23.921 23.584 23.307         0 
   149.741821   2.585196  2.4167   zDeep    1497151 25.015  24.52 23.768         0 
   149.742676   2.207033  2.5691   zDeep    1056880 24.512 24.558 24.411         0 
   149.745834   2.163604  2.4215   zDeep    1063399 24.106 23.656 23.538         0 
   149.746368   2.084513  2.1934   zDeep     822207 22.449 22.148 22.057         0 
   149.751007   2.465561  2.4259   zDeep    1514530  -99.0  -99.0  -99.0         0 
    149.75592   2.149231  2.4148   zDeep    1065794  -99.0  -99.0  -99.0         0 
   149.756439   2.531934  2.2638   zDeep    1504704 24.202 23.901 23.836         0 
   149.757202   1.950291   2.337   zDeep     595206  24.28 24.098 24.044         0 
   149.759781   2.380625   2.093   zDeep    1282222 24.248 24.028 23.802         0 
   149.763214   2.484049  2.4317   zDeep    1512003 24.297 23.763 23.801         0 
   149.768021   1.993501   2.198   zDeep     835336 24.979 24.709 24.701         0 
   149.775681   2.363593  2.0911   zDeep    1284822  24.03   23.8 23.792         0 
    149.78273   2.319085  2.5375   zDeep    1291136 24.744 24.637 24.428         0 
    149.78801   2.366391   2.092   zDeep    1284284 24.142 23.913 23.844         0 
   149.790131   2.300397  2.1993   zDeep    1293890 23.982 23.607 23.469         0 
   149.799637   2.054771  2.3701   zDeep     826676 24.056 23.703 23.615         0 
   149.801254   2.348766  2.4453   zDeep    1286960 24.516 24.218 24.213         0 
   149.809097   2.263069  2.4505   zDeep    1048542  -99.0  -99.0  -99.0         0 
   149.809219   2.303258  2.1884   zDeep    1293670 24.317 24.311 24.092         0 
   149.810181   2.119593  2.3633   zDeep     816971 24.244 23.707  23.54         0 
    149.81189   2.358407  2.2429   zDeep    1285450 22.596 22.422 22.328         0 
   149.812759   2.369948  2.4649   zDeep    1283674 24.112 24.006 23.885         0 
   149.814484   2.223505   2.002   zDeep    1054287   24.5 24.373 24.229         0 
   149.816345   1.979491  2.5458   zDeep     837889  -99.0  -99.0  -99.0         0 
   149.818954    2.57724   2.065   zDeep    1498325  24.87 24.597 24.679         0 
   149.819016   2.554702  2.5049   zDeep    1501320 24.328 24.102 24.014         0 
   149.820221   2.492288  2.4956   zDeep    1510786 24.351 23.793 23.569         0 
   149.820328   2.481255  2.1785   zDeep    1512383 23.581  23.33 23.242         0 
   149.820633   2.604273  2.0855   zDeep    1494092 24.496 24.276 24.163         0 
   149.822342   2.428408  2.3918   zDeep    1275599 24.585 24.156 24.105         0 
   149.827957   2.185632  2.1356   zDeep    1060076 23.936 23.787 23.693         0 
   149.828491   2.343207   2.498   zDeep    1287899 24.533 24.327 24.307         0 
   149.828918   2.352138  2.0234   zDeep    1286434  23.48 23.399 23.358         0 
   149.833344   2.380846  2.4145   zDeep    1279037 24.846 24.398 24.124         0 
    149.83429   2.410753  2.2465   zDeep    1276206 24.713 24.567 24.384         0 
   149.836594   1.996264  2.5496   zDeep     834965 24.612 24.069 23.987         0 
   149.837433   2.321982   2.503   zDeep    1290662 24.098 24.104 24.094         0 
   149.839157   1.946491   2.188   zDeep     595457 24.458 24.155 23.987         0 
   149.839478   1.998258   2.546   zDeep     834939 24.242 24.032 24.066         0 
   149.840607   2.412902  2.4869   zDeep    1277873  24.22 23.817 23.698         0 
   149.842453   1.983135   2.508   zDeep     837534 24.522 24.161 24.134         0 
   149.843521    2.09454  2.2141   zDeep     820737 24.727 24.554 24.287         0 
   149.843887    2.05336  2.4437   zDeep     827032  24.24 24.201  24.28         0 
   149.844025   2.155147  2.2827   zDeep    1064600 23.737 23.532   23.2         0 
   149.846695   2.482139   2.207   zDeep    1511845 24.009 23.826 23.826         0 
   149.846771   2.372437  2.4528   zDeep    1282992 24.823 24.625 24.566         0 
   149.854752   2.498223  2.0713   zDeep        -99  -99.0  -99.0  -99.0         0 
   149.861862   2.322656  2.0128   zDeep    1290850 23.606 23.406 23.346         0 
   149.862167   2.178249    2.28   zDeep    1061340 24.912 24.756 24.734         0 
     149.8638   2.050403  2.0061   zDeep     827406 23.525 23.254 23.104         0 
   149.868896   2.404105  2.2901   zDeep    1279235 24.609 24.424 24.496         0 
   149.872055   1.974418  2.5434   zDeep        -99  -99.0  -99.0  -99.0         0 
   149.880798   2.287034  2.0878   zDeep    1044958  -99.0  -99.0  -99.0         0 
   149.884323   2.554082  2.5003   zDeep    1501487 24.753 24.606 24.416         0 
   149.887848   2.364134  2.0668   zDeep    1284756 24.642 24.495 24.379         0 
   149.889771   2.103703  2.2853   zDeep     819486 23.739 23.375 23.277         0 
   149.890274   2.069648  2.2203   zDeep     824490 24.822 24.465 24.346         0 
   149.890457   2.197477  2.3757   zDeep    1058280 24.516 23.971 23.835         0 
   149.891388   2.175508  2.2841   zDeep    1060376  24.72 24.392 24.151         0 
   149.892715   2.191784   2.275   zDeep    1058876 24.933 24.832 24.779         0 
   149.892868   2.457599  2.4984   zDeep    1295270 25.043 24.727 24.633         0 
    149.89299    2.08709  2.3751   zDeep     821866 24.331 23.962 23.859         0 
   149.893936   2.090931  2.2102   zDeep     821069 24.574 24.521 24.626         0 
   149.895935   2.470126   2.243   zDeep    1488326 24.703 24.333 24.199         0 
   149.896469   2.179885  2.4425   zDeep    1036420 24.549 24.206 24.131         0 
    149.89859   2.087574  2.2098   zDeep     796684 24.077 23.826 23.702         0 
   149.901718   2.466414  2.4451   zDeep    1488304 24.211 23.633 23.699         0 
   149.901901    2.27071  2.0903   zDeep    1022637 24.907  24.48 24.099         0 
   149.902145   2.212783  2.2784   zDeep    1031432 24.525 24.154 24.014         0 
   149.904358   2.180603  2.5474   zDeep    1036123  -99.0  -99.0  -99.0         0 
   149.904877   2.426349  2.2395   zDeep    1250841 24.831 24.491  24.24         0 
     149.9086   2.512822  2.4776   zDeep    1482940 24.865 24.907 24.693         0 
   149.910492    2.08395  2.0843   zDeep     797562 24.133 23.922 23.783         0 
   149.911972   2.001466  2.3858   zDeep     809093 23.436 23.245 23.159         0 
   149.912521   2.049648  2.0065   zDeep     802437 23.753 23.545 23.398         0 
   149.913483    2.60901  2.0764   zDeep    1469280 24.073 23.831 23.715         0 
   149.916718    2.00914  2.0735   zDeep     808462  23.68 23.408   23.3         0 
   149.917221   1.974457   2.475   zDeep     813622  -99.0  -99.0  -99.0         0 
   149.917389   2.569173  2.0931   zDeep    1474868 24.406 24.373  24.21         0 
   149.917633   2.073541  2.5561   zDeep     799050 24.271 24.131 24.077         0 
   149.919693   2.059472   2.432   zDeep     801109 24.492 24.257 24.137         0 
   149.920288   2.020381  2.0468   zDeep     806598 24.604 24.075 23.851         0 
   149.923904   2.429623  2.2377   zDeep    1250336 25.162  24.87 24.799         0 
   149.924072   2.311491  2.1515   zDeep    1268522 24.933 24.766 24.682         0 
   149.925629   2.381928  2.1398   zDeep    1257392 24.401 24.369 24.224         0 
   149.927475   2.260899  2.4232   zDeep    1024124 25.318 24.575  24.33         0 
   149.929138   2.298248   2.035   zDeep    1270379 24.649 24.321 24.085         0 
   149.929916   2.386731  2.1501   zDeep    1256985 23.918 23.557 23.445         0 
    149.93045   2.194517  2.2806   zDeep    1034158 24.306  24.14 24.157         0 
   149.930786   2.450815  2.4925   zDeep    1247535 24.786 24.811 24.798         0 
    149.93158   2.061577  2.5556   zDeep     800920 24.273 24.035 23.977         0 
   149.932953   1.962226  2.4515   zDeep     815321  24.04 24.047  24.04         0 
   149.933487     2.1919   2.135   zDeep        -99  -99.0  -99.0  -99.0         0 
   149.935944   2.202933  2.0492   zDeep    1032911 23.636 23.344 23.162         0 
   149.936066   2.121758  2.0907   zDeep     791928 23.568 23.518 23.591         0 
   149.936188    2.04738  2.2094   zDeep     802751  -99.0  -99.0  -99.0         0 
   149.936356   2.306538  2.0935   zDeep    1269266 24.441   24.3 24.084         0 
   149.936401   2.346041  2.1025   zDeep    1263017 24.527 24.328 24.212         0 
   149.938019   2.217211  2.4523   zDeep    1030795  -99.0  -99.0  -99.0         0 
   149.938065   2.528994  2.4862   zDeep    1480452 24.742 24.313 24.101         0 
   149.938629   2.301513  2.2614   zDeep    1269946  -99.0  -99.0  -99.0         0 
   149.939133   2.556233   2.203   zDeep    1476533  24.35 24.163 24.209         0 
   149.939575   2.197725   2.375   zDeep    1033661 24.838  24.79 24.774         0 
   149.941666   2.286053  2.2045   zDeep    1020499 24.558 24.314 23.995         0 
   149.943192   2.058137  2.2257   zDeep     801313 24.508 24.209 24.085         0 
   149.944611   2.396217  2.1529   zDeep    1255380  24.26 24.019  23.86         0 
    149.94838   2.110779   2.317   zDeep        -99  -99.0  -99.0  -99.0         0 
   149.948441   2.174262  2.0035   zDeep    1037312 23.883 23.843 23.863         0 
   149.955017   2.315619   2.001   zDeep    1267773 23.319 23.275 23.248         0 
   149.955429   2.093969  2.2198   zDeep     796052  -99.0  -99.0  -99.0         0 
   149.955673   2.142233    2.09   zDeep    1041248 24.599 24.555 24.459         0 
   149.955963   2.230133  2.4187   zDeep    1028761  -99.0  -99.0  -99.0         1 
   149.956619   2.412585   2.085   zDeep    1252986 24.416 24.237 24.098         1 
   149.956696   2.091475  2.5543   zDeep     796323 24.638 24.506 24.495         0 
   149.957352   2.193319  2.2009   zDeep    1034243 24.334 23.935  23.77         1 
   149.958313   1.963904  2.0587   zDeep     815241 24.034 23.869 23.764         0 
   149.959686   2.368352  2.0902   zDeep    1259269  23.46 23.238 23.127         1 
   149.960358   2.157762  2.2969   zDeep    1039824 24.611 24.577 24.487         1 
     149.9608   2.469333  2.1868   zDeep    1489432 24.827 24.498 24.363         1 
   149.966354   1.942899    2.33   zDeep     572244 24.651 24.509 24.551         0 
   149.967316   2.226792  2.3405   zDeep    1029283 24.154 23.972 23.838         1 
   149.968704   2.127439  2.1256   zDeep    1043888  23.19 23.016  22.91         0 
   149.970062   2.093404  2.2825   zDeep     796129 23.753 23.577 23.449         0 
   149.972244   2.144865  2.4295   zDeep    1041333 24.425 24.037 23.751         0 
   149.973923   2.019137   2.153   zDeep     806703  24.09 23.769 23.597         0 
     149.9767   2.080727  2.0096   zDeep     797943 24.118 23.945 23.883         0 
   149.978973   2.137399  2.5407   zDeep    1042395 24.358 23.834 23.664         0 
   149.979309   2.478487  2.5421   zDeep    1487965 24.862 24.422 24.317         1 
   149.980743   2.292369  2.1018   zDeep    1044072 24.093  23.91 23.843         1 
   149.981262   2.035406  2.4235   zDeep     804870 24.425 23.885 23.759         0 
   149.982941    2.11823   2.051   zDeep     792498 24.483  24.48 24.384         0 
   149.983139    2.11426  2.1803   zDeep     792779 23.518 23.142 22.977         0 
   149.983215   2.140793  2.1326   zDeep    1041824  23.96 23.676 23.495         0 
   149.983978   2.060596  2.2855   zDeep     800979 24.194 24.002 23.853         0 
   149.984558   1.965616  2.5825   zDeep     815027 23.968 23.667   23.6         0 
   149.985168   2.265222  2.5244   zDeep    1023574 23.975 23.761 23.552         1 
   149.988327   2.207003  2.4578   zDeep    1032335 24.141 23.483 23.387         1 
   149.988403   2.060347   2.496   zDeep     801030 25.086 24.705 24.356         0 
   149.989365   2.446148  2.0872   zDeep    1248113 24.075 23.934 23.748         1 
   149.989441   1.948968  2.5745   zDeep     571134 24.255  24.04 23.944         0 
    149.99118    2.41053  2.0849   zDeep    1253243 23.826 23.597 23.482         1 
   149.992203   2.110844   2.178   zDeep     793168 24.216 23.985 23.728         0 
   149.993576   2.067136  2.4268   zDeep     800039 24.469 24.236 24.173         0 
   149.993652   2.360828   2.254   zDeep    1260551 23.467   23.2 23.112         1 
   149.993683   1.957822  2.3295   zDeep     569987 24.037 23.923 23.858         0 
   149.994888   2.212349  2.5563   zDeep    1031636 24.374 24.009  23.96         0 
   149.995026   2.062159   2.424   zDeep     800832 24.701 24.524 24.559         0 
   149.995026   2.239803   2.446   zDeep    1027232 24.404 23.991  23.87         1 
   149.996872   2.017103  2.0353   zDeep     807204 24.313 24.257 24.094         0 
   149.997238    2.19759  2.5531   zDeep    1033441 25.133 24.653 24.483         0 
   149.999298   2.463911   2.159   zDeep    1489949 23.802 23.554 23.419         1 
   149.999863   2.134995  2.4938   zDeep    1042813 24.564 24.176 24.018         0 
   150.002289   2.295723  2.0967   zDeep    1270632 23.707 23.479 23.203         1 
   150.003799   2.150742  2.0986   zDeep    1040642 24.622 24.172 23.892         1 
