|          ra|       dec|  zspec| source|        id|  gmag|  rmag|  imag|tomo_flag|
|      double|    double| double|   char|      long|double|double|double|     long|
|         deg|       deg|       |       |          |      |      |      |         |
|        null|      null|   null|   null|      null|  null|  null|  null|     null|
 150.12553406 2.19913578 2.49908   3DHST       1928  -99.0  -99.0  -99.0         1 
 150.12586975 2.19932294 2.32676   3DHST       1966  -99.0  -99.0  -99.0         1 
 150.13163757 2.20055699 2.23006   3DHST       2062 27.182 26.251 26.103         1 
 150.14758301 2.20106006 2.02225   3DHST       2140  25.93 25.583 25.297         0 
 150.13891602 2.20285606 2.06792   3DHST       2331 24.659 24.489 24.389         1 
 150.12947083  2.2071979 2.31183   3DHST       2672 24.099 23.654 23.406         1 
 150.07241821 2.20855379 2.13616   3DHST       2872 25.896 25.684 25.504         1 
 150.09695435 2.20917034 2.22844   3DHST       2887  -99.0  -99.0  -99.0         1 
 150.18310547 2.21020412 2.13303   3DHST       3045 25.001 24.677 24.475         1 
 150.18757629 2.20975876 2.55907   3DHST       3050 24.191 23.714 23.595         0 
 150.12249756 2.21033955 2.56977   3DHST       3112 25.177 24.598 24.534         0 
 150.13258362 2.21209502 2.10341   3DHST       3146  -99.0  -99.0  -99.0         1 
 150.16807556 2.21129632 2.17561   3DHST       3179 25.115 24.694 24.491         1 
 150.13270569 2.21185899 2.17561   3DHST       3206  -99.0  -99.0  -99.0         1 
 150.11592102 2.21166992 2.50784   3DHST       3226  25.19 24.829 24.694         1 
  150.1569519  2.2128818 2.08484   3DHST       3350 24.653 24.424 24.386         1 
 150.12181091  2.2132237 2.17402   3DHST       3364  -99.0  -99.0  -99.0         1 
 150.06626892 2.21484447 2.54664   3DHST       3577  25.09  24.53  24.27         1 
 150.10473633 2.21573091  2.3251   3DHST       3626 23.648 23.519 23.492         1 
 150.13386536 2.21548843 2.01169   3DHST       3648   26.0   26.0 26.424         0 
 150.09837341 2.21527624  2.1299   3DHST       3653 26.229   25.8 25.445         1 
 150.07449341 2.21572804 2.37873   3DHST       3694 25.786 25.061 24.751         1 
 150.12654114 2.21748114  2.1003   3DHST       3897 25.806 25.304 25.017         1 
 150.09251404 2.21842647  2.1003   3DHST       3974 25.589 25.493 25.546         1 
 150.07723999  2.2185936 2.43666   3DHST       4001 24.541 24.082 24.003         1 
 150.12165833 2.22057366 2.00266   3DHST       4158  -99.0  -99.0  -99.0         0 
 150.12037659 2.22126698 2.16135   3DHST       4292 26.572 26.362 26.059         1 
 150.08572388 2.22317672 2.19792   3DHST       4446 24.744 24.442 24.395         1 
  150.1270752 2.22325206 2.55729   3DHST       4453 25.093 24.512 24.359         0 
 150.07147217 2.22387266 2.45734   3DHST       4497 24.894 24.363 24.253         1 
 150.11726379 2.22389054 2.03133   3DHST       4502 24.934 24.619 24.215         0 
 150.08966064 2.22354913 2.07714   3DHST       4504  -99.0  -99.0  -99.0         1 
 150.11933899 2.22415328 2.23652   3DHST       4519 24.206 23.853 23.652         1 
 150.09757996 2.22424889 2.08947   3DHST       4566 25.142 24.946 24.678         1 
 150.10498047 2.22623253 2.42465   3DHST       4717 25.414 24.792  24.57         1 
 150.07174683 2.22721672 2.10341   3DHST       4870 24.964 25.025 24.626         1 
 150.09962463 2.22811079 2.11584   3DHST       4915  -99.0  -99.0  -99.0         1 
 150.12098694 2.22879481 2.38549   3DHST       4930  -99.0  -99.0  -99.0         1 
 150.08766174 2.22896719 2.13146   3DHST       5012 25.076 25.029 24.889         1 
 150.18276978 2.23008299 2.09411   3DHST       5083  25.94 25.419 25.344         1 
  150.1403656 2.23018551 2.19792   3DHST       5094 25.427  24.96 24.846         1 
 150.13833618 2.23000908 2.16293   3DHST       5107 24.925 24.616 24.431         1 
   150.084198 2.22975111 2.12208   3DHST       5117 25.926 25.457 25.256         1 
 150.18089294 2.23046398 2.01621   3DHST       5148  -99.0  -99.0  -99.0         0 
 150.15750122 2.23015451 2.14873   3DHST       5152 27.276  26.01  25.35         1 
 150.18434143 2.23133659 2.19153   3DHST       5250 24.543 24.255 24.159         1 
 150.18666077  2.2319591 2.17402   3DHST       5283 23.297 23.202 23.149         1 
 150.05427551 2.23317719 2.10962   3DHST       5355 24.758 24.276 24.037         1 
 150.05467224  2.2333343  2.0833   3DHST       5379  -99.0  -99.0  -99.0         1 
 150.07330322 2.23299599 2.45734   3DHST       5389 24.936 24.615 24.583         1 
 150.07344055 2.23331976 2.30026   3DHST       5415 24.921 24.615 24.468         1 
 150.05406189 2.23352909 2.06332   3DHST       5426 26.254 25.803 25.691         1 
   150.182724 2.23485756 2.21074   3DHST       5433  -99.0  -99.0  -99.0         1 
 150.06158447 2.23363066 2.59125   3DHST       5462 25.806  25.14 25.179         0 
 150.16139221 2.23495722 2.18834   3DHST       5530   26.0 27.221 25.774         1 
 150.12886047 2.23491001 2.35852   3DHST       5540   26.0 25.756 25.404         1 
  150.1913147 2.23587894 2.28215   3DHST       5571 25.505 25.031 24.883         1 
 150.07997131 2.23517036  2.1003   3DHST       5593 24.736 24.618 24.449         1 
 150.18254089 2.23589659 2.18515   3DHST       5618 24.706 24.205 24.033         1 
 150.07524109 2.23612976  2.1299   3DHST       5686 24.925 24.555 24.261         1 
 150.12519836 2.23659682 2.43666   3DHST       5706 25.006 24.378 24.194         1 
 150.11209106 2.23684978 2.24625   3DHST       5725 27.037 26.114 25.696         1 
 150.10090637 2.23657441 2.10185   3DHST       5735 24.664 24.351 24.218         1 
 150.12504578 2.23697925  2.1299   3DHST       5758 24.335 24.045   23.8         1 
 150.12483215 2.23697329 2.08638   3DHST       5803  -99.0  -99.0  -99.0         1 
 150.16912842 2.23839569 2.16135   3DHST       5814 24.325 23.998 23.671         1 
 150.11598206 2.23819947 2.57334   3DHST       5871  25.66 25.171 24.932         0 
 150.07077026 2.23817825 2.18197   3DHST       5874 25.752 25.319 25.084         1 
 150.18940735 2.23814201 2.47815   3DHST       5901 25.261  24.73 24.613         1 
 150.09469604 2.23991251 2.04348   3DHST       6053 25.183 24.698  24.52         0 
 150.10946655 2.24007177 2.36693   3DHST       6079 25.258 24.727 24.762         1 
 150.17185974 2.24070239 2.01169   3DHST       6159   26.0 27.087 25.862         0 
 150.17985535 2.24234605 2.20272   3DHST       6279 25.522 25.263 25.271         1 
 150.11528015 2.24191332  2.2236   3DHST       6283 24.187 23.872  23.76         1 
 150.09524536 2.24233627 2.19952   3DHST       6302 24.792  24.56  24.44         1 
 150.09811401 2.24283051 2.18356   3DHST       6347   26.0 26.013 26.181         1 
  150.0806427 2.24284911  2.4608   3DHST       6360 24.526 24.085 23.843         1 
 150.07183838 2.24338531 2.25763   3DHST       6406 26.028 26.205 25.947         1 
 150.07247925 2.24376678 2.19472   3DHST       6425 26.376 26.292 25.926         1 
 150.06376648  2.2439816 2.44699   3DHST       6429 25.924 25.148  24.83         1 
  150.1630249 2.24749112 2.12833   3DHST       6750  24.23 23.951 23.801         1 
 150.19360352 2.24792051 2.28215   3DHST       6817 25.331 25.051 24.876         1 
 150.10298157  2.2484169  2.4712   3DHST       6820  -99.0  -99.0  -99.0         1 
 150.06489563  2.2486515 2.33676   3DHST       6875 25.883 25.034 24.923         1 
 150.14266968 2.24886823 2.13616   3DHST       6883 24.643 24.419 24.275         1 
 150.08843994 2.24848604 2.30686   3DHST       6897 24.333 24.191 24.244         1 
 150.07670593 2.24917364 2.08793   3DHST       6939  -99.0  -99.0  -99.0         1 
 150.07723999 2.24925208 2.29861   3DHST       6947 25.813 25.725  25.27         1 
 150.08125305 2.24985242 2.04195   3DHST       6960   26.0 26.924 25.956         0 
 150.07658386 2.24968266 2.28708   3DHST       6963 25.372 25.071 24.961         1 
  150.1063385 2.25157928 2.16293   3DHST       7136  -99.0  -99.0  -99.0         1 
 150.07434082 2.25161457  2.1772   3DHST       7145 25.291 25.076 25.005         1 
 150.18496704 2.25584936 2.08947   3DHST       7561 24.935 24.676 24.535         1 
 150.10559082  2.2575295 2.16927   3DHST       7650 25.562 25.406 25.137         1 
 150.14868164 2.25883579 2.09875   3DHST       7769 24.504 24.227 24.063         1 
 150.07002258 2.25973153 2.29202   3DHST       7813 25.177 24.894 24.759         1 
   150.135849 2.25997376 2.15661   3DHST       7883 24.834 24.683 24.651         1 
 150.06562805 2.26099634 2.07714   3DHST       7884 25.299 24.893 24.826         1 
 150.06394958 2.26115227 2.10651   3DHST       7951   26.0 26.034 25.871         1 
 150.06622314 2.26212883 2.10496   3DHST       8003 24.539  24.37 23.947         1 
 150.06738281 2.26129699 2.07253   3DHST       8006   26.0   26.0 26.675         1 
 150.14508057 2.26268411 2.53248   3DHST       8051  -99.0  -99.0  -99.0         1 
 150.07234192 2.26204276 2.10185   3DHST       8068 26.069 25.942  25.65         1 
  150.0662384 2.26312828 2.09566   3DHST       8188 25.438 25.253 24.929         1 
 150.10421753 2.26492858 2.38719   3DHST       8375  26.01 25.516 25.265         1 
 150.09388733 2.26566219  2.0833   3DHST       8444 25.327  25.12 24.883         1 
 150.09838867 2.26593447 2.09102   3DHST       8509 24.769 24.426 24.386         1 
 150.18447876 2.26626229 2.45389   3DHST       8515 23.976 23.792 23.712         1 
 150.12216187 2.26810122 2.05873   3DHST       8617 24.878 24.585 24.402         1 
 150.05838013 2.26722455  2.1003   3DHST       8636  24.97 24.816 24.587         1 
 150.09741211  2.2684586 2.08638   3DHST       8700 23.799 23.557 23.534         1 
 150.06895447 2.26927829 2.16927   3DHST       8775 24.353 23.869 23.818         1 
 150.06095886 2.26967239 2.01319   3DHST       8859 25.326 24.999 25.017         0 
 150.09707642  2.2701869 2.09256   3DHST       8928 24.309 24.152 24.149         1 
 150.14877319  2.2720511 2.20432   3DHST       9044 24.764 24.471 24.304         1 
 150.16317749 2.27189159 2.06792   3DHST       9092   26.0   26.0 26.902         1 
 150.10316467 2.27280855 2.06485   3DHST       9151 24.485  24.18  24.08         1 
 150.19438171 2.27331686 2.21556   3DHST       9178 26.615 25.988 25.418         1 
 150.08587646 2.27505851 2.21877   3DHST       9362  -99.0  -99.0  -99.0         1 
  150.1635437 2.27508616 2.51486   3DHST       9393 24.642 24.074 23.979         1 
  150.1257019 2.27526426 2.09875   3DHST       9395   26.0 26.128 25.675         1 
 150.16101074 2.27590036 2.51662   3DHST       9483  24.75 24.598 24.514         1 
  150.0758667 2.27716589  2.1346   3DHST       9577 25.305 25.077 24.967         1 
 150.06866455 2.27975321 2.11896   3DHST       9801 25.549 24.955 24.645         1 
 150.05949402 2.28000975 2.47467   3DHST       9818 24.896 24.333 24.048         1 
 150.19622803  2.2822063 2.55374   3DHST      10012 25.005 24.565 24.493         0 
 150.12136841 2.28514028  2.2838   3DHST      10056 26.584 25.572 25.277         1 
 150.14494324 2.28239441 2.41781   3DHST      10066 25.061 24.774 24.625         1 
 150.14953613  2.2830801 2.22038   3DHST      10085 25.999  25.63 25.657         1 
 150.06163025  2.2831409 2.26905   3DHST      10143 24.501 24.319 24.266         1 
 150.12892151 2.28411531 2.12052   3DHST      10235 24.768 24.341  24.19         1 
 150.14228821 2.28422689 2.19472   3DHST      10280  24.11 23.861 23.859         1 
 150.08343506 2.28578138  2.1003   3DHST      10347  24.43 24.052 23.696         1 
 150.13941956 2.28528643 2.01621   3DHST      10369 25.864 25.289 25.188         0 
 150.10054016 2.28717947 2.01772   3DHST      10444  24.15 22.602  -99.9         0 
 150.09423828 2.28726935 2.40757   3DHST      10565   26.0 26.266 26.201         1 
 150.14541626  2.2874012 2.19153   3DHST      10591 25.404 25.059 24.567         1 
 150.09515381 2.28778839  2.0833   3DHST      10626 24.712 24.484  24.36         1 
 150.07058716 2.28918958 2.00266   3DHST      10719  -99.0  -99.0  -99.0         0 
 150.05480957 2.28926277 2.12052   3DHST      10748 24.888 24.478 24.418         1 
 150.09849548 2.28974271  2.1174   3DHST      10754 23.831 23.559 23.323         1 
 150.19674683 2.29264331 2.06945   3DHST      11073 25.489 25.082 24.671         1 
 150.11695862 2.29328609 2.14559   3DHST      11137 24.678 24.654 24.495         1 
 150.07331848 2.29329729 2.43494   3DHST      11142   26.0 26.711 26.338         1 
 150.08421326 2.29332805 2.05567   3DHST      11151 25.655 25.201 24.886         1 
 150.08427429 2.29393888 2.16135   3DHST      11200 24.721 24.272 23.941         1 
 150.16409302 2.29436445 2.06792   3DHST      11271 25.619 25.348 25.112         1 
 150.19650269 2.29569435 2.01922   3DHST      11390 23.474 23.248 23.121         0 
 150.07392883 2.29798269 2.07868   3DHST      11494   26.0 25.603 24.858         1 
 150.11932373 2.29685378 2.09875   3DHST      11530 23.919 23.831 23.872         1 
 150.06837463 2.29837227 2.15819   3DHST      11615 24.814 24.491 24.232         1 
 150.08148193 2.29891276 2.04652   3DHST      11724 24.659 24.553  24.37         0 
 150.15290833 2.29876328 2.50433   3DHST      11726   26.0 26.148 26.342         1 
 150.10604858 2.30013084 2.09102   3DHST      11762  25.89 25.532 25.501         1 
 150.15805054  2.2989707 2.17561   3DHST      11763 25.389 24.878 24.788         1 
 150.17320251 2.29965091 2.02527   3DHST      11776 24.179 23.926 23.845         0 
 150.17355347 2.30004573 2.09566   3DHST      11840 24.073  23.76 23.606         1 
 150.13023376 2.30004859 2.55552   3DHST      11860 24.816  24.52 24.518         0 
 150.17251587 2.30120444 2.28051   3DHST      11944  24.93 24.581  24.41         1 
 150.07461548 2.30201101  2.1346   3DHST      12020 26.172 25.457 25.147         1 
 150.15071106 2.30282784 2.25275   3DHST      12110 25.977 25.569 25.279         1 
  150.1187439 2.30269337 2.55374   3DHST      12148 24.898 24.322 24.191         0 
 150.17758179 2.30511427  2.0972   3DHST      12339 26.117 25.968 25.655         1 
 150.07731628 2.30480814 2.10185   3DHST      12368 24.438 24.367 24.093         1 
 150.17008972 2.30635548 2.07868   3DHST      12425 23.033 22.817 22.748         1 
   150.179245 2.30706692 2.26252   3DHST      12549 24.691 24.339 24.156         1 
 150.13435364 2.30732942 2.52542   3DHST      12577 25.681  25.23 25.166         1 
 150.17880249 2.30711651 2.09256   3DHST      12587 24.687 24.355 24.368         1 
 150.19252014 2.30803275 2.01018   3DHST      12591  24.02 23.831 23.696         0 
 150.19641113 2.30955338 2.06639   3DHST      12794 24.803 24.477 24.453         1 
 150.09968567 2.31181264 2.44526   3DHST      12995 26.577 25.804 25.402         1 
 150.08969116 2.31272411 2.45389   3DHST      13060 24.395 24.169 24.005         1 
 150.09609985 2.31346965 2.01319   3DHST      13083 26.916 26.211 25.393         0 
 150.10557556 2.31424236 2.25112   3DHST      13194 26.087 25.358 25.097         1 
 150.11509705 2.31529069 2.17244   3DHST      13296  -99.0  -99.0  -99.0         1 
 150.11030579 2.31475353 2.30852   3DHST      13299 25.845 25.557 25.196         1 
 150.10279846  2.3176775 2.44526   3DHST      13543 24.835  24.61 24.482         1 
 150.11271667 2.31943941 2.21234   3DHST      13701 24.048  23.72 23.472         1 
 150.09991455 2.31968522 2.14401   3DHST      13761 25.894 25.414 25.167         1 
 150.10011292 2.32041645 2.52366   3DHST      13764 24.996 24.332  24.16         1 
 150.06944275 2.32119656 2.09875   3DHST      13934 24.538 24.401 24.316         1 
 150.07209778 2.32402492  2.0833   3DHST      14171  24.57  24.22 24.006         1 
 150.06665039 2.32430863 2.21877   3DHST      14180 24.779 24.481 24.326         1 
 150.07310486 2.32646155 2.09566   3DHST      14428 24.891 24.169 24.075         1 
  150.1091156 2.32938075  2.5662   3DHST      14626  24.92 24.566 24.496         0 
 150.18840027  2.3291316 2.29202   3DHST      14628 24.638 24.448  24.35         1 
 150.08966064 2.33157349 2.04348   3DHST      14903 25.297 24.832 24.671         0 
 150.06918335  2.3337872 2.55729   3DHST      15065 25.479 24.717 24.759         0 
 150.17698669 2.33446169 2.16768   3DHST      15164 24.614 24.395 24.357         1 
 150.06819153 2.33434129 2.51662   3DHST      15165 26.712  26.02 25.662         1 
 150.09255981 2.33639932 2.02376   3DHST      15316  -99.0  -99.0  -99.0         0 
 150.19883728 2.33723283 2.22522   3DHST      15424 24.817 24.517 24.405         1 
  150.1187439 2.33757234 2.55729   3DHST      15450 24.264 23.881 23.799         0 
 150.13366699 2.33850431 2.04804   3DHST      15518 24.819 24.661 24.523         0 
 150.08045959 2.33966112 2.53071   3DHST      15656 25.817 24.858 24.637         1 
 150.11506653 2.33989167 2.01169   3DHST      15679 24.683 24.315 24.064         0 
 150.12181091  2.3413322  2.4401   3DHST      15792 25.748 25.377  25.35         1 
 150.08979797 2.34102488 2.25926   3DHST      15794  -99.0  -99.0  -99.0         1 
 150.14578247 2.34131932 2.36861   3DHST      15813  24.66 24.065 24.125         1 
 150.06484985  2.3416028  2.0972   3DHST      15820 24.333 24.041 23.848         1 
 150.12591553 2.34150982 2.07406   3DHST      15835 25.036 24.899 24.735         1 
 150.06660461 2.34302258 2.49034   3DHST      16031 24.779  24.48 24.436         1 
 150.09341431  2.3449266 2.08638   3DHST      16091 23.896 23.718  23.58         1 
  150.1207428 2.34443998 2.34846   3DHST      16141 25.036 24.713 24.613         1 
 150.12252808  2.3471179 2.45561   3DHST      16342 25.319 24.625 24.534         1 
 150.17828369  2.3461895  2.5662   3DHST      16359 24.994 24.672 24.605         0 
 150.11810303 2.34780598 2.48685   3DHST      16527  -99.0  -99.0  -99.0         1 
 150.09912109 2.34789014 2.53601   3DHST      16534 25.604 24.965 24.717         1 
 150.07304382 2.34854889 2.27232   3DHST      16536 24.657 24.416 24.314         1 
 150.16816711 2.34836173 2.44699   3DHST      16540 24.681 24.251 24.146         1 
 150.09420776 2.34853315  2.2756   3DHST      16545 23.642  23.32 23.234         1 
 150.12495422 2.35021901  2.2838   3DHST      16594 24.692 24.329 24.296         1 
 150.09460449 2.34890866 2.27723   3DHST      16605 24.796 24.398 24.334         1 
 150.08807373  2.3502934 2.48337   3DHST      16609 24.976 24.394 24.337         1 
 150.09156799 2.35240602  2.1174   3DHST      16869  -99.0  -99.0  -99.0         1 
 150.09829712 2.35157871 2.14559   3DHST      16874 25.301 24.909 24.509         1 
 150.08065796 2.35378456  2.2756   3DHST      17093 24.994 24.677 24.519         1 
  150.1348114 2.35583401  2.4608   3DHST      17298 24.122  23.83 23.739         1 
  150.0844574 2.35602021 2.08484   3DHST      17348 24.188 23.988 23.698         1 
 150.15356445 2.35772848 2.55374   3DHST      17427  24.48 23.998 23.866         0 
 150.13635254 2.35718608 2.06792   3DHST      17463 24.401 24.382 24.144         1 
  150.0945282 2.35825491 2.50608   3DHST      17517 23.786 23.523 23.414         1 
 150.09480286 2.35905862 2.57691   3DHST      17600 24.547 24.143 23.997         0 
 150.17004395 2.36074257 2.47815   3DHST      17806 25.559 25.339 25.018         1 
 150.05491638 2.36191177 2.50959   3DHST      17896 25.467 24.899 24.802         1 
 150.08357239 2.36209011 2.18197   3DHST      17920 26.338 25.674 25.186         1 
 150.05923462 2.36285019 2.02981   3DHST      17981 24.436 24.053 23.997         0 
 150.09620667 2.36309981 2.15819   3DHST      18016 25.456 25.014 24.964         1 
 150.17373657 2.36405802 2.47641   3DHST      18121 26.216  25.51 25.795         1 
 150.08398438 2.36483836  2.0756   3DHST      18209 24.876 24.451 24.287         1 
 150.09854126 2.36535811 2.36356   3DHST      18252  -99.0  -99.0  -99.0         1 
 150.16421509  2.3653698 2.58945   3DHST      18271 24.862  24.34 24.344         0 
 150.13670349 2.36602402 2.58945   3DHST      18320  -99.0  -99.0  -99.0         0 
  150.1388855 2.36662579 2.56977   3DHST      18396 24.758 24.241 24.148         0 
 150.12484741 2.36709547  2.1003   3DHST      18416 25.377 25.074  24.85         1 
 150.14762878 2.36715126 2.41781   3DHST      18461 23.979 23.856 23.805         1 
 150.13232422 2.36893296 2.01018   3DHST      18604 24.369 24.155 24.003         0 
 150.12928772 2.36957431 2.02981   3DHST      18668   26.0 26.482 26.241         0 
 150.05197144  2.3697679 2.25112   3DHST      18710 24.289 24.017 23.682         1 
 150.13111877 2.37006903 2.09875   3DHST      18733 25.921 25.572 25.323         1 
 150.08792114  2.3704021 2.36188   3DHST      18742 25.558 24.877 24.621         1 
 150.14752197 2.37011766   2.466   3DHST      18751 24.744 24.206 24.111         1 
 150.08705139 2.37045217 2.56442   3DHST      18767 24.974 24.683 24.505         0 
  150.1598053 2.37118149 2.47641   3DHST      18857 24.386 23.892 23.873         1 
 150.08647156 2.37146759  2.5787   3DHST      18859 24.871 24.051  23.75         0 
  150.0973053 2.37178826  2.2756   3DHST      18924 24.504 24.369 24.373         1 
 150.16355896  2.3724339 2.08638   3DHST      18925  24.48 23.864 23.619         1 
 150.14651489 2.37231255 2.08022   3DHST      18977 26.443 25.603 25.133         1 
 150.11199951 2.37263298 2.44354   3DHST      19013 24.387 24.088 23.998         1 
 150.11117554 2.37329888 2.44182   3DHST      19090 27.099 26.636 26.159         1 
 150.11038208 2.37359762 2.48163   3DHST      19134  -99.0  -99.0  -99.0         1 
 150.11027527 2.37412214 2.23006   3DHST      19153  -99.0  -99.0  -99.0         1 
 150.10028076 2.37692738 2.27396   3DHST      19454   24.6 24.412 24.395         1 
 150.11009216 2.37732482 2.45561   3DHST      19499  -99.0  -99.0  -99.0         1 
 150.14517212 2.37818456 2.00567   3DHST      19563 23.985 23.846 23.712         0 
 150.13327026  2.3787477 2.20432   3DHST      19572  -99.0  -99.0  -99.0         1 
  150.1471405 2.37792969 2.14244   3DHST      19576 24.641 24.419 24.285         1 
 150.07527161 2.37940502 2.19472   3DHST      19680 25.271 24.729 24.289         1 
 150.10778809 2.37949491 2.20272   3DHST      19705  -99.0  -99.0  -99.0         1 
 150.18717957 2.38015485 2.38042   3DHST      19736  26.15 25.453 25.154         1 
 150.07575989 2.38064408 2.47815   3DHST      19753  23.72 23.354 23.273         1 
 150.12802124  2.3804915 2.06639   3DHST      19801 24.652 24.416 24.235         1 
 150.08625793 2.38141561 2.46773   3DHST      19891 26.547 25.677 25.588         1 
 150.06848145 2.38355184 2.18834   3DHST      20062 23.936 23.566 23.354         1 
 150.14886475 2.38387394 2.49558   3DHST      20092 23.294 23.034  22.95         1 
 150.17066956  2.3836031 2.40928   3DHST      20118  -99.0  -99.0  -99.0         1 
 150.17338562 2.38414884 2.53248   3DHST      20135 24.896 24.368 24.342         1 
 150.17329407  2.3850801 2.09411   3DHST      20252 24.774 24.436 24.352         1 
 150.08201599 2.38666105 2.55019   3DHST      20368 24.856 24.489 24.365         0 
 150.18031311 2.38773012  2.5219   3DHST      20475 25.126 24.888 24.807         1 
 150.18135071  2.3876791 2.19952   3DHST      20499 24.413  24.11 23.919         1 
 150.11195374 2.38844752 2.04043   3DHST      20545 25.482 24.995 24.817         0 
 150.16152954 2.39095259 2.01772   3DHST      20746 24.506 24.206 23.939         0 
 150.07049561  2.3931005  2.2236   3DHST      21002 24.751 24.414 24.219         1 
 150.14775085 2.39748645 2.09411   3DHST      21410 24.413 24.093 24.113         1 
 150.09230042 2.39893842 2.37198   3DHST      21477 25.131 24.658 24.641         1 
 150.09336853 2.39862609 2.50608   3DHST      21541  -99.0  -99.0  -99.0         1 
 150.10824585 2.39930081 2.16927   3DHST      21570 24.008 23.708 23.546         1 
 150.05789185 2.40083838 2.47989   3DHST      21743  -99.0  -99.0  -99.0         1 
 150.15299988 2.40434885 2.55374   3DHST      22044 24.475 23.881 24.139         0 
 150.11531067 2.40918398 2.51662   3DHST      22552 24.809 24.458 24.354         1 
 150.13233948 2.41116738   2.045   3DHST      22695  25.41 25.185 24.892         0 
 150.08908081 2.41121221 2.27069   3DHST      22724 23.872 23.613 23.557         1 
 150.10360718 2.41172099 2.40928   3DHST      22804 25.198 24.806 24.532         1 
 150.07122803 2.41378546 2.34511   3DHST      22977 26.959 26.425 25.919         1 
 150.06814575 2.41546917 2.48163   3DHST      23134 27.079 26.277 26.211         1 
 150.10519409 2.41641998 2.47467   3DHST      23210  24.68 24.168  24.08         1 
 150.07243347 2.41613889 2.55374   3DHST      23212  -99.0  -99.0  -99.0         0 
 150.06626892 2.41654873 2.51662   3DHST      23237   26.0   26.0 27.254         1 
 150.08757019 2.41851807 2.05109   3DHST      23299 24.808 24.368 24.215         1 
 150.10714722 2.41830921 2.49209   3DHST      23334  -99.0  -99.0  -99.0         1 
 150.06639099 2.42121387 2.23167   3DHST      23673   26.0 27.572 27.014         1 
 150.14176941 2.42227268 2.00567   3DHST      23734   26.0   26.0 26.544         0 
 150.11517334 2.42553139  2.0972   3DHST      24020 25.397 24.991 25.012         1 
 150.06040955 2.43015528 2.18197   3DHST      24301 24.874 24.703 24.459         1 
 150.06419373 2.43049574 2.01922   3DHST      24421 23.794 23.767 23.687         0 
 150.13900757 2.43374944 2.23167   3DHST      24701  -99.0  -99.0  -99.0         1 
 150.05670166 2.43466282 2.46946   3DHST      24763  25.05 24.474 24.375         1 
 150.10066223 2.43854785 2.46253   3DHST      25090 25.705 25.091 24.942         1 
  150.1084137 2.43971491  2.1772   3DHST      25229 23.974 23.749 23.666         1 
 150.14984131 2.44207835 2.04957   3DHST      25403 23.697 23.635 23.568         0 
 150.09396362 2.44244981 2.50608   3DHST      25443 26.186 25.702  25.39         1 
 150.07374573 2.44302726  2.1772   3DHST      25474 25.479  25.24 24.913         1 
 150.06906128 2.44399381 2.43666   3DHST      25515  -99.0  -99.0  -99.0         1 
 150.10209656 2.44338655 2.09411   3DHST      25576  -99.0  -99.0  -99.0         1 
 150.10801697 2.44431233 2.03739   3DHST      25616 24.787 24.458 24.293         0 
 150.10533142  2.4453516 2.48337   3DHST      25692 24.756 24.156 24.103         1 
 150.07965088 2.44955325 2.19792   3DHST      26039 26.776 26.555 26.059         1 
 150.10279846 2.44971013 2.58228   3DHST      26073 25.835 25.211 25.247         0 
 150.06974792 2.45252323 2.50433   3DHST      26345 24.471 24.352 24.298         1 
 150.12512207 2.45578432 2.26415   3DHST      26651 25.562 25.585  25.45         1 
 150.12464905 2.46155334 2.45561   3DHST      27071  -99.0  -99.0  -99.0         1 
 150.10031128 2.46255851 2.47641   3DHST      27120  24.22 23.895 23.887         1 
 150.15179443 2.46318126 2.09875   3DHST      27246 24.788 24.501  24.49         1 
 150.16612244 2.47132516 2.05567   3DHST      27793 24.302 23.958 23.721         1 
 150.13961792 2.48189425 2.04957   3DHST      28546 26.823 26.403 25.589         0 
 150.13934326 2.48177195 2.36188   3DHST      28565  -99.0  -99.0  -99.0         1 
 150.13946533 2.48252487   2.045   3DHST      28690   26.0 27.099 26.795         0 
 150.15632629  2.4852469 2.05873   3DHST      28884 24.261 24.004 23.931         1 
